cases.0.case_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.0.sample_id	cases.0.samples.0.sample_type	cases.0.samples.0.submitter_id	cases.0.samples.0.tissue_type	cases.0.submitter_id	data_category	data_type	file_id	file_name	id	barcode_numeric_id
07b5663f-9a54-4462-b6c1-6fc8116b8714	e218db14-8225-450d-92b1-865d46ab59bf	TCGA-44-2655-11A-01R-1758-07	298662ad-dbff-4344-9b80-d744c258c292	Solid Tissue Normal	TCGA-44-2655-11A	Normal	TCGA-44-2655	Transcriptome Profiling	Gene Expression Quantification	d4778869-f3f2-481b-ab02-65a654128766	11d52676-7017-48b4-872a-cefb91b8651c.rna_seq.augmented_star_gene_counts.tsv	d4778869-f3f2-481b-ab02-65a654128766	475
c2a1de2e-6451-4c95-8ce6-263f2b7e6eff	aae03245-71cc-4081-87b6-925f96bee9ef	TCGA-44-6776-01A-11R-1858-07	64fb8eba-a055-4128-92ca-695a3a6f8ebd	Primary Tumor	TCGA-44-6776-01A	Tumor	TCGA-44-6776	Transcriptome Profiling	Gene Expression Quantification	736227d9-3cee-40ed-bdec-0e88968ef179	7623e22f-3401-47b3-be94-23f5da20ee0d.rna_seq.augmented_star_gene_counts.tsv	736227d9-3cee-40ed-bdec-0e88968ef179	477
c2a1de2e-6451-4c95-8ce6-263f2b7e6eff	d3402ac8-0188-4fb8-8054-ba3145120952	TCGA-44-6776-11A-01R-1858-07	da9934b1-92aa-4a5f-b12d-efe510fd7499	Solid Tissue Normal	TCGA-44-6776-11A	Normal	TCGA-44-6776	Transcriptome Profiling	Gene Expression Quantification	a5c19494-731c-4519-b8a7-b7307aea2f9c	cb3c7090-d221-4c88-896f-6199118ae5d2.rna_seq.augmented_star_gene_counts.tsv	a5c19494-731c-4519-b8a7-b7307aea2f9c	477
889aec8e-14ba-48d9-8fe1-f2416e82b333	e6e89f3d-6c2b-46b3-9698-3d0ef5cbaed9	TCGA-44-6147-01B-06R-A277-07	62d62df2-aecf-4aa6-a687-a91a8ff7057a	Primary Tumor	TCGA-44-6147-01B	Tumor	TCGA-44-6147	Transcriptome Profiling	Gene Expression Quantification	9a6d8661-241e-4a3e-a6fa-e2eb1962b758	ee030015-242a-4dd1-b43c-2c97d5d365d9.rna_seq.augmented_star_gene_counts.tsv	9a6d8661-241e-4a3e-a6fa-e2eb1962b758	478
889aec8e-14ba-48d9-8fe1-f2416e82b333	2f16ddcc-8a98-4734-9878-645ff102fb14	TCGA-44-6147-11A-01R-1858-07	d990632b-b55a-4893-9c3d-5ac0fb6bb6f8	Solid Tissue Normal	TCGA-44-6147-11A	Normal	TCGA-44-6147	Transcriptome Profiling	Gene Expression Quantification	bdae198f-aedf-46cc-8156-c1ec37eac88f	9c36a1ac-944e-49d4-888c-bfffc20a4ba6.rna_seq.augmented_star_gene_counts.tsv	bdae198f-aedf-46cc-8156-c1ec37eac88f	478
5af499be-d2b9-4eaf-9a9f-435dccb51917	a7a6d133-a7d0-44ea-bac5-3a8b7ddd9cd8	TCGA-55-6979-01A-11R-1949-07	11e65f8b-4e48-42e7-a87c-bcf2538168c6	Primary Tumor	TCGA-55-6979-01A	Tumor	TCGA-55-6979	Transcriptome Profiling	Gene Expression Quantification	765f26d4-120a-459d-90c7-74a8532b407c	fa7777c7-e04a-41db-9ade-0c875c62411f.rna_seq.augmented_star_gene_counts.tsv	765f26d4-120a-459d-90c7-74a8532b407c	482
5af499be-d2b9-4eaf-9a9f-435dccb51917	3d563365-c563-4fba-b67b-8aad1af89eab	TCGA-55-6979-11A-01R-1949-07	b431b2d3-66b6-4d0a-b90b-c526341e9170	Solid Tissue Normal	TCGA-55-6979-11A	Normal	TCGA-55-6979	Transcriptome Profiling	Gene Expression Quantification	3ce6800e-9df0-45a7-9e18-7e141911e4e9	0c73a12d-b6a0-4ee0-9364-6744964e3526.rna_seq.augmented_star_gene_counts.tsv	3ce6800e-9df0-45a7-9e18-7e141911e4e9	482
0c0b610e-fe4c-406d-a5ed-5cc3b11dabf5	53ab4f3b-dfd6-4a25-88c1-6e9295a338e4	TCGA-44-6146-01A-11R-A278-07	ad66185f-983d-4416-b705-25d3d4d8b5a5	Primary Tumor	TCGA-44-6146-01A	Tumor	TCGA-44-6146	Transcriptome Profiling	Gene Expression Quantification	074b0792-df3c-4b59-9f50-793bc14bcb81	d832db0a-348f-4e28-953a-741192fe0826.rna_seq.augmented_star_gene_counts.tsv	074b0792-df3c-4b59-9f50-793bc14bcb81	483
0c0b610e-fe4c-406d-a5ed-5cc3b11dabf5	488285fc-5482-46b7-b97e-2f5e7330311a	TCGA-44-6146-11A-01R-1858-07	ded52bac-fedf-43e0-be97-e261a84383ad	Solid Tissue Normal	TCGA-44-6146-11A	Normal	TCGA-44-6146	Transcriptome Profiling	Gene Expression Quantification	efb3bf8d-7d14-42d6-8845-e81af909d47f	21893490-77c4-4bc8-b8ea-0a5f16762f6b.rna_seq.augmented_star_gene_counts.tsv	efb3bf8d-7d14-42d6-8845-e81af909d47f	483
12b79b4f-c28c-418e-a1e7-e622f33fdcc2	3cafb1e5-9de0-4ced-8b87-d2299a207b97	TCGA-50-5939-01A-11R-1628-07	6a27f5f8-f4ee-45c7-b953-ddd7d0291dbb	Primary Tumor	TCGA-50-5939-01A	Tumor	TCGA-50-5939	Transcriptome Profiling	Gene Expression Quantification	8148f34c-1ddd-454a-8761-8b76e97e8534	4a39a182-e583-4ff0-a8f0-f73b0f5c4f20.rna_seq.augmented_star_gene_counts.tsv	8148f34c-1ddd-454a-8761-8b76e97e8534	484
12b79b4f-c28c-418e-a1e7-e622f33fdcc2	0569af63-9a1d-4f03-9a67-1269c7973677	TCGA-50-5939-11A-01R-1628-07	1a762ac4-b6ef-4ea1-889a-0fda1df26765	Solid Tissue Normal	TCGA-50-5939-11A	Normal	TCGA-50-5939	Transcriptome Profiling	Gene Expression Quantification	81152340-ffac-4122-8b21-bef3a474a18e	a84ef848-a790-4e90-96b4-45b24c3aaaf4.rna_seq.augmented_star_gene_counts.tsv	81152340-ffac-4122-8b21-bef3a474a18e	484
1427cd18-5ad3-491a-9981-908e31ae49db	b4e31dbe-0923-401e-a664-e779914254b8	TCGA-91-6829-01A-21R-1858-07	9b416640-9aec-4b0d-aa88-b94287375950	Primary Tumor	TCGA-91-6829-01A	Tumor	TCGA-91-6829	Transcriptome Profiling	Gene Expression Quantification	ffec28dd-cc44-4057-bcc3-ccc0cd2331c2	d21d91e9-6e19-4c5f-aa2e-cdd41d98e542.rna_seq.augmented_star_gene_counts.tsv	ffec28dd-cc44-4057-bcc3-ccc0cd2331c2	495
1427cd18-5ad3-491a-9981-908e31ae49db	d3b983d1-2665-4cdd-893e-4f120dc43346	TCGA-91-6829-11A-01R-1858-07	eedf6790-10f7-4c33-a1a6-7857ad23f7e8	Solid Tissue Normal	TCGA-91-6829-11A	Normal	TCGA-91-6829	Transcriptome Profiling	Gene Expression Quantification	3f441cc8-98bd-4650-b5ad-19ae8542b666	a27393cf-e1e1-427f-9a96-40e2ab1af0d1.rna_seq.augmented_star_gene_counts.tsv	3f441cc8-98bd-4650-b5ad-19ae8542b666	495
2079155a-d91d-4246-a038-01934a580f32	abc25621-f98e-4bce-968b-df64793b2daf	TCGA-38-4626-01A-01R-1206-07	60a9564a-c68d-4791-a093-19b144ee7717	Primary Tumor	TCGA-38-4626-01A	Tumor	TCGA-38-4626	Transcriptome Profiling	Gene Expression Quantification	d1a18468-9c02-4d61-8e3e-43a6d23d402e	9bfd464b-419a-43c0-929a-c1d219713a6f.rna_seq.augmented_star_gene_counts.tsv	d1a18468-9c02-4d61-8e3e-43a6d23d402e	500
2079155a-d91d-4246-a038-01934a580f32	aad6bc48-5020-41e4-a2d0-f994c08170a9	TCGA-38-4626-11A-01R-1758-07	84997fe4-69b9-41d5-9a71-a8147cf08a2e	Solid Tissue Normal	TCGA-38-4626-11A	Normal	TCGA-38-4626	Transcriptome Profiling	Gene Expression Quantification	e6e83fd4-2f80-44e1-8dce-588a37308dbb	f4a76e18-60fa-4ef2-91ef-e2d7a1d11c8d.rna_seq.augmented_star_gene_counts.tsv	e6e83fd4-2f80-44e1-8dce-588a37308dbb	500
2f0710f4-827b-45b2-9b7e-c27385b481a7	5eae1d0f-5ca1-499b-963f-2fce4807ccc6	TCGA-55-6980-01A-11R-1949-07	c58243d7-77ea-4806-8298-2e322d5219a3	Primary Tumor	TCGA-55-6980-01A	Tumor	TCGA-55-6980	Transcriptome Profiling	Gene Expression Quantification	4b11527c-fb98-4ad4-aaac-6f0c6c1d185c	78e95f3e-1067-48a8-9429-dfdd6f587066.rna_seq.augmented_star_gene_counts.tsv	4b11527c-fb98-4ad4-aaac-6f0c6c1d185c	501
2f0710f4-827b-45b2-9b7e-c27385b481a7	cdc81d17-1d85-42e5-a3ec-f458e6ab83f6	TCGA-55-6980-11A-01R-1949-07	2315f189-cce1-4ee2-8943-9bba2099a391	Solid Tissue Normal	TCGA-55-6980-11A	Normal	TCGA-55-6980	Transcriptome Profiling	Gene Expression Quantification	a8252e2f-1dbd-4f3c-9e11-599a33d6fd24	a43440a1-25e9-4841-8cc0-b5c5ebc4a8b7.rna_seq.augmented_star_gene_counts.tsv	a8252e2f-1dbd-4f3c-9e11-599a33d6fd24	501
2f09479f-87fc-4c34-8e2c-333e970a3681	4502921a-1650-4721-b814-c9435fe6042d	TCGA-91-6835-01A-11R-1858-07	efd3f14f-f785-4aec-9efd-6dd8e9c41eba	Primary Tumor	TCGA-91-6835-01A	Tumor	TCGA-91-6835	Transcriptome Profiling	Gene Expression Quantification	8e14dba9-6132-483c-892b-b244704fdc38	9343d3bd-0f60-49c3-8625-31a8a7a846c4.rna_seq.augmented_star_gene_counts.tsv	8e14dba9-6132-483c-892b-b244704fdc38	502
2f09479f-87fc-4c34-8e2c-333e970a3681	183b2543-2665-403a-a8c0-7ae668082f2d	TCGA-91-6835-11A-01R-1858-07	d6ef8f0b-39ad-42bd-b2bd-62b42bbb69e2	Solid Tissue Normal	TCGA-91-6835-11A	Normal	TCGA-91-6835	Transcriptome Profiling	Gene Expression Quantification	b6d704be-2e8f-40cc-9c09-ffde6be5c814	9ef1e12b-70d8-482c-b75f-6c69afd6e2ff.rna_seq.augmented_star_gene_counts.tsv	b6d704be-2e8f-40cc-9c09-ffde6be5c814	502
3199cfe5-3be3-43cd-a36b-5cf2c7a9929f	554a301f-fbc8-41f2-96e9-5da2ee943727	TCGA-50-5066-01A-01R-1628-07	478cc306-6aee-4597-8834-1e5cf8b05a59	Primary Tumor	TCGA-50-5066-01A	Tumor	TCGA-50-5066	Transcriptome Profiling	Gene Expression Quantification	cb6a3198-2662-4150-bee9-51b692968209	c6dd2eb6-2297-4dc0-8cae-c7a6b733a1c2.rna_seq.augmented_star_gene_counts.tsv	cb6a3198-2662-4150-bee9-51b692968209	505
349e6f38-2c67-4a69-a777-b9173a2a27cf	25f0eee1-8f38-4e75-accf-7e7bb686405c	TCGA-44-6777-01A-11R-1858-07	174e4405-4848-4e5e-93cc-0cdf2795c91a	Primary Tumor	TCGA-44-6777-01A	Tumor	TCGA-44-6777	Transcriptome Profiling	Gene Expression Quantification	5f4fa91b-489e-4ac9-b685-53952f77bd7a	0bb88c14-58c0-45d8-a8f3-f41840f62d37.rna_seq.augmented_star_gene_counts.tsv	5f4fa91b-489e-4ac9-b685-53952f77bd7a	508
349e6f38-2c67-4a69-a777-b9173a2a27cf	f3bb69da-304f-462d-b020-f479a866381e	TCGA-44-6777-11A-01R-1858-07	5f42537f-8c2a-48b6-8d9c-1f409711d128	Solid Tissue Normal	TCGA-44-6777-11A	Normal	TCGA-44-6777	Transcriptome Profiling	Gene Expression Quantification	a6298ad5-dd68-44f6-85cf-f1d2c7673aa3	a126e83e-3907-487d-901a-4cfb91d5807a.rna_seq.augmented_star_gene_counts.tsv	a6298ad5-dd68-44f6-85cf-f1d2c7673aa3	508
35cb7841-9b09-465a-90c5-e3b8a9faad49	681fbd5b-5bff-434d-8ff4-d995fc517e93	TCGA-55-6982-01A-11R-1949-07	3b284fc6-7dc4-46c2-8ec9-1121ef0b4308	Primary Tumor	TCGA-55-6982-01A	Tumor	TCGA-55-6982	Transcriptome Profiling	Gene Expression Quantification	5c32fbb8-55ee-4bc9-a0db-d8ac0b04bdc4	4966ebc7-b3d5-49d1-885d-f6ae4a8781e6.rna_seq.augmented_star_gene_counts.tsv	5c32fbb8-55ee-4bc9-a0db-d8ac0b04bdc4	511
35cb7841-9b09-465a-90c5-e3b8a9faad49	2b7e9552-e34f-4c68-96af-1c01a605df60	TCGA-55-6982-11A-01R-1949-07	ffb185aa-75ac-4696-936b-52f35a345a2d	Solid Tissue Normal	TCGA-55-6982-11A	Normal	TCGA-55-6982	Transcriptome Profiling	Gene Expression Quantification	1a06f92b-21c5-4666-b666-8b9135a4482a	602ac1fc-c8ad-4e47-988b-1e9e1aa3ce26.rna_seq.augmented_star_gene_counts.tsv	1a06f92b-21c5-4666-b666-8b9135a4482a	511
368e23f0-e573-4547-bf5a-14080baf737b	ea55c131-97f8-49cc-a445-87523ce1f075	TCGA-50-5930-01A-11R-1755-07	3e30dbd1-10bf-4450-8d19-6f44d3284e02	Primary Tumor	TCGA-50-5930-01A	Tumor	TCGA-50-5930	Transcriptome Profiling	Gene Expression Quantification	df504497-a30e-4a11-a62f-dcb46e741dfb	22c48da7-f220-43f4-a1b0-fd57358f7ae7.rna_seq.augmented_star_gene_counts.tsv	df504497-a30e-4a11-a62f-dcb46e741dfb	515
368e23f0-e573-4547-bf5a-14080baf737b	c019f320-2e0e-4f00-a393-2e5717d64cc0	TCGA-50-5930-11A-01R-1755-07	4cddb392-fc4b-4400-a44f-2e92a78b3e97	Solid Tissue Normal	TCGA-50-5930-11A	Normal	TCGA-50-5930	Transcriptome Profiling	Gene Expression Quantification	94913b2f-256e-4487-90ed-2c9b3869ca6b	bbb551fa-5173-4987-8de4-d596bf56897a.rna_seq.augmented_star_gene_counts.tsv	94913b2f-256e-4487-90ed-2c9b3869ca6b	515
3bd6badb-27ff-4d8d-b206-4d28dc264862	8b0a1ab6-e7ea-45f9-9e3a-bd98b3f59972	TCGA-44-3396-01A-01R-1206-07	b560df97-986b-4a88-a0f1-c38a30080edb	Primary Tumor	TCGA-44-3396-01A	Tumor	TCGA-44-3396	Transcriptome Profiling	Gene Expression Quantification	bbb70a6e-a91c-4c67-9ec0-b33185ab4f8d	1f7293ad-85b2-4d42-afcc-88cf1027cf5f.rna_seq.augmented_star_gene_counts.tsv	bbb70a6e-a91c-4c67-9ec0-b33185ab4f8d	517
3bd6badb-27ff-4d8d-b206-4d28dc264862	f879b84d-a2e7-4189-bcf6-9286b52e19dd	TCGA-44-3396-11A-01R-1758-07	baeecbd4-2b44-4334-b4d9-3ec4e73e368b	Solid Tissue Normal	TCGA-44-3396-11A	Normal	TCGA-44-3396	Transcriptome Profiling	Gene Expression Quantification	f8cee5c6-bfd7-439d-8ba7-20ee2dfa5d68	d03bc7a9-49d4-48f4-8a3a-00197325cde2.rna_seq.augmented_star_gene_counts.tsv	f8cee5c6-bfd7-439d-8ba7-20ee2dfa5d68	517
54a0e4d7-c274-4569-9c25-45bbe26d7f21	3f4a27fd-378a-4d74-91c1-eda773c26b79	TCGA-55-6983-01A-11R-1949-07	168a4a36-b73d-4c17-aaa4-1e4824a155c2	Primary Tumor	TCGA-55-6983-01A	Tumor	TCGA-55-6983	Transcriptome Profiling	Gene Expression Quantification	26c96b62-02b6-4108-9a2d-bec3d880db2a	b573a788-d117-48b0-9cab-c4ecbde82706.rna_seq.augmented_star_gene_counts.tsv	26c96b62-02b6-4108-9a2d-bec3d880db2a	525
54a0e4d7-c274-4569-9c25-45bbe26d7f21	97a84c2b-7832-479c-8d01-a9ff610e7bf4	TCGA-55-6983-11A-01R-1949-07	f6d0a76c-9baf-458c-b4c7-2784272a2f62	Solid Tissue Normal	TCGA-55-6983-11A	Normal	TCGA-55-6983	Transcriptome Profiling	Gene Expression Quantification	46ef57a2-e2ce-4ffe-9ce8-c043c6065863	31a238a8-4238-4d56-aac5-4769ce173664.rna_seq.augmented_star_gene_counts.tsv	46ef57a2-e2ce-4ffe-9ce8-c043c6065863	525
6144d666-8f77-4efe-95f1-f9e5c4e5e056	2d452408-9d25-49e1-81db-542021eb28cb	TCGA-44-6145-01A-11R-1755-07	007783b3-a1b5-4e9b-8add-6d01fefb5697	Primary Tumor	TCGA-44-6145-01A	Tumor	TCGA-44-6145	Transcriptome Profiling	Gene Expression Quantification	895ca581-915e-4057-b66a-dc2d5213d7e4	df2ac75d-208d-4cc1-867b-aea3e36117c6.rna_seq.augmented_star_gene_counts.tsv	895ca581-915e-4057-b66a-dc2d5213d7e4	534
6144d666-8f77-4efe-95f1-f9e5c4e5e056	3b3948f2-e93e-4d89-8611-3cde3b962193	TCGA-44-6145-11A-01R-1858-07	420fd4eb-e667-4f53-811c-b128d261acf8	Solid Tissue Normal	TCGA-44-6145-11A	Normal	TCGA-44-6145	Transcriptome Profiling	Gene Expression Quantification	bd98b566-f179-4be8-8b4d-672149eedcba	32ff57d1-3fde-461b-be45-e49365149543.rna_seq.augmented_star_gene_counts.tsv	bd98b566-f179-4be8-8b4d-672149eedcba	534
68b86559-38b2-41f2-b66e-c3c2b628b14d	3170ac7d-3d8a-4e25-afb1-8931f05f54e4	TCGA-44-4112-01B-06R-A277-07	8cc50f81-9018-462c-8843-1ea8ce1eff1a	Primary Tumor	TCGA-44-4112-01B	Tumor	TCGA-44-4112	Transcriptome Profiling	Gene Expression Quantification	978939fa-a27f-46ff-9120-7a43e3588b28	1ca692e6-1dff-4d84-ace1-671bac7b9f61.rna_seq.augmented_star_gene_counts.tsv	978939fa-a27f-46ff-9120-7a43e3588b28	538
6c3655ca-8ae7-4ad7-b3e4-0c3ec293fba7	5e45c9ab-f5fe-497b-b919-72b0d8dec83d	TCGA-49-4490-01A-21R-1858-07	185bc9bd-1e20-467c-9c06-908c8aa27e7d	Primary Tumor	TCGA-49-4490-01A	Tumor	TCGA-49-4490	Transcriptome Profiling	Gene Expression Quantification	2f2cc9dc-1d0a-4302-b674-02d56c259ff3	8dc8ccd2-a842-4a48-a8db-007855733fc0.rna_seq.augmented_star_gene_counts.tsv	2f2cc9dc-1d0a-4302-b674-02d56c259ff3	540
6c3655ca-8ae7-4ad7-b3e4-0c3ec293fba7	d0e9dd65-ec79-4eee-802a-3f5438168136	TCGA-49-4490-11A-01R-1858-07	e350aefe-7984-477b-988e-e82fdc941dcd	Solid Tissue Normal	TCGA-49-4490-11A	Normal	TCGA-49-4490	Transcriptome Profiling	Gene Expression Quantification	eac45bfd-6795-47a4-8d6b-5a7c8bc76cd1	a3069465-cb5b-43ef-aad9-73af4534b795.rna_seq.augmented_star_gene_counts.tsv	eac45bfd-6795-47a4-8d6b-5a7c8bc76cd1	540
7a0ea814-f0de-4bc4-a81a-daa000559369	51eae0de-8f16-4093-b42e-5c34c4768459	TCGA-50-5933-01A-11R-1755-07	d2355f3a-e2ce-4791-b1fb-b570850681df	Primary Tumor	TCGA-50-5933-01A	Tumor	TCGA-50-5933	Transcriptome Profiling	Gene Expression Quantification	a412b415-0692-4adf-8447-067ad69913d7	fcb42a31-a716-430f-a0a1-001766fc62b5.rna_seq.augmented_star_gene_counts.tsv	a412b415-0692-4adf-8447-067ad69913d7	546
7a0ea814-f0de-4bc4-a81a-daa000559369	af24ffd8-4d43-4f7a-ae49-590814d00f39	TCGA-50-5933-11A-01R-1755-07	e535fb19-2411-4e71-a3cd-08aec4f0fd4c	Solid Tissue Normal	TCGA-50-5933-11A	Normal	TCGA-50-5933	Transcriptome Profiling	Gene Expression Quantification	a71c722c-3483-4910-926d-c79b6c9a4e7d	87bac569-d647-4a76-8e33-6ce085888138.rna_seq.augmented_star_gene_counts.tsv	a71c722c-3483-4910-926d-c79b6c9a4e7d	546
7cce924f-12a1-4895-9866-5d4b1869dde6	4f5215c3-7763-49f8-afe7-b3ce3474afe2	TCGA-55-6970-01A-11R-1949-07	ce18c482-da4e-4166-a49c-29dc0bfb4472	Primary Tumor	TCGA-55-6970-01A	Tumor	TCGA-55-6970	Transcriptome Profiling	Gene Expression Quantification	9bf51961-c60a-43df-87eb-a64dae9e4e10	52beaa60-92f3-48cf-a695-78bb66ccd4f6.rna_seq.augmented_star_gene_counts.tsv	9bf51961-c60a-43df-87eb-a64dae9e4e10	548
7cce924f-12a1-4895-9866-5d4b1869dde6	fc4df3f7-2c4b-4a4d-9e5d-faac9e84fde8	TCGA-55-6970-11A-01R-1949-07	49d32568-b016-4a49-b866-53486697fea7	Solid Tissue Normal	TCGA-55-6970-11A	Normal	TCGA-55-6970	Transcriptome Profiling	Gene Expression Quantification	89bdfb20-8991-4bc4-b112-6e9be096b566	4f332295-b93c-48bf-8125-3a1539a03742.rna_seq.augmented_star_gene_counts.tsv	89bdfb20-8991-4bc4-b112-6e9be096b566	548
8d0736fe-261c-445c-bfd2-a3ea3ceaf367	50b1d328-57c8-44ab-9c1a-a2bdbc40c6a4	TCGA-55-6971-01A-11R-1949-07	9ee35460-266a-485d-966d-b235fe620ccc	Primary Tumor	TCGA-55-6971-01A	Tumor	TCGA-55-6971	Transcriptome Profiling	Gene Expression Quantification	d72c21fe-ff33-4f1e-a138-420968f1daf4	89bcf4e2-f855-4035-bf0d-fe4917248223.rna_seq.augmented_star_gene_counts.tsv	d72c21fe-ff33-4f1e-a138-420968f1daf4	554
8d0736fe-261c-445c-bfd2-a3ea3ceaf367	0b78c265-393c-4e3a-a53e-3ba76556c506	TCGA-55-6971-11A-01R-1949-07	32727a14-832e-4a74-9a6f-27cb1658d8b6	Solid Tissue Normal	TCGA-55-6971-11A	Normal	TCGA-55-6971	Transcriptome Profiling	Gene Expression Quantification	c36f84e5-8c59-46fe-af32-7f70684383b2	07a66ae7-6b95-4d57-b308-dcb30672b6b9.rna_seq.augmented_star_gene_counts.tsv	c36f84e5-8c59-46fe-af32-7f70684383b2	554
8994c8c4-9ea0-46cb-b4a5-0055d7da5bfa	472518f5-c62b-4e50-9ea9-077a44a8f117	TCGA-44-6148-01A-11R-1755-07	c0fe5ffe-c0a3-4e62-aa55-2bc18788e505	Primary Tumor	TCGA-44-6148-01A	Tumor	TCGA-44-6148	Transcriptome Profiling	Gene Expression Quantification	4a5c811e-d5d9-48d7-9bcc-4c9dc72df8f4	3f79d678-e5d5-443e-a7df-187c2acd2b2c.rna_seq.augmented_star_gene_counts.tsv	4a5c811e-d5d9-48d7-9bcc-4c9dc72df8f4	556
8994c8c4-9ea0-46cb-b4a5-0055d7da5bfa	0391cb59-6ceb-4d9a-be02-5d68b4ddafc3	TCGA-44-6148-11A-01R-1858-07	ace83cb7-28bc-44ba-a600-8a6155e08a42	Solid Tissue Normal	TCGA-44-6148-11A	Normal	TCGA-44-6148	Transcriptome Profiling	Gene Expression Quantification	4756b201-87c2-4428-b2cd-f933422fe8cf	b4dff9fc-6dab-42bc-8d32-7143e0d94043.rna_seq.augmented_star_gene_counts.tsv	4756b201-87c2-4428-b2cd-f933422fe8cf	556
a391d49f-a822-460b-981c-6fbe1868ee38	93f3f561-056a-4036-afcf-4662b45e6965	TCGA-49-6743-01A-11R-1858-07	5d7dae28-fc9f-4160-83aa-122f999668b0	Primary Tumor	TCGA-49-6743-01A	Tumor	TCGA-49-6743	Transcriptome Profiling	Gene Expression Quantification	e9d3cac1-3a16-4e21-8fe8-a4944ce82cb8	e127acf3-0757-4f24-aff7-0fbe7283b9ed.rna_seq.augmented_star_gene_counts.tsv	e9d3cac1-3a16-4e21-8fe8-a4944ce82cb8	566
a391d49f-a822-460b-981c-6fbe1868ee38	6eb0d705-8faf-476a-8062-afb1f927db99	TCGA-49-6743-11A-01R-1858-07	4da6a729-3cae-47f9-8739-d4b614b8561d	Solid Tissue Normal	TCGA-49-6743-11A	Normal	TCGA-49-6743	Transcriptome Profiling	Gene Expression Quantification	c48eecc3-0099-4dd4-b319-f13ad65bdc7e	888e2a67-2478-4680-9b48-163789783c7b.rna_seq.augmented_star_gene_counts.tsv	c48eecc3-0099-4dd4-b319-f13ad65bdc7e	566
a1e65587-24c1-4b41-92a7-4e1f15fffd78	c1796b57-c5e4-45dd-931d-bf533dcb9e1a	TCGA-49-4512-01A-21R-1858-07	d809a778-d1ac-4406-ab09-67cc70f1f0c2	Primary Tumor	TCGA-49-4512-01A	Tumor	TCGA-49-4512	Transcriptome Profiling	Gene Expression Quantification	e20ecad8-f22d-4e2d-99af-bc1be98c5128	085fd4df-27f7-4680-a0b5-8726f9eab370.rna_seq.augmented_star_gene_counts.tsv	e20ecad8-f22d-4e2d-99af-bc1be98c5128	569
a1e65587-24c1-4b41-92a7-4e1f15fffd78	a137e804-ed82-4ad8-b25e-f9dcb71331bb	TCGA-49-4512-11A-01R-1858-07	67bf333d-f746-497f-b6b1-f241e93dc467	Solid Tissue Normal	TCGA-49-4512-11A	Normal	TCGA-49-4512	Transcriptome Profiling	Gene Expression Quantification	09fb135f-1c19-45d6-ae31-a8c32a0e06bf	36280315-a32b-4743-8a78-82bbfd116b82.rna_seq.augmented_star_gene_counts.tsv	09fb135f-1c19-45d6-ae31-a8c32a0e06bf	569
bab43415-d413-40be-a4c0-2c40a52afe6a	67ae72cb-fde7-4c65-842a-c52a9c762ad6	TCGA-44-2668-01A-01R-A278-07	dd9a6c68-b8b4-4168-9ff9-72a45f20c44f	Primary Tumor	TCGA-44-2668-01A	Tumor	TCGA-44-2668	Transcriptome Profiling	Gene Expression Quantification	5f2d965a-25df-4736-a675-efeb59341a04	9a54be5e-6201-4beb-9689-289b9849756e.rna_seq.augmented_star_gene_counts.tsv	5f2d965a-25df-4736-a675-efeb59341a04	583
bab43415-d413-40be-a4c0-2c40a52afe6a	2170c29a-1256-45eb-b08e-e1192dad3560	TCGA-44-2668-11A-01R-1758-07	275b1d31-bc89-4e56-9861-626afb8bbcc0	Solid Tissue Normal	TCGA-44-2668-11A	Normal	TCGA-44-2668	Transcriptome Profiling	Gene Expression Quantification	55831884-c907-457d-bb2c-7c7b3f7c4cd1	c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	55831884-c907-457d-bb2c-7c7b3f7c4cd1	583
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	a6c864ab-812c-4f4c-be39-7a38a6fc7973	TCGA-44-2662-01B-02R-A277-07	1c79e3d0-1fdf-4157-8f58-91cb80ff7194	Primary Tumor	TCGA-44-2662-01B	Tumor	TCGA-44-2662	Transcriptome Profiling	Gene Expression Quantification	1ab1279d-7ccd-4450-8de8-9987bf6627dd	3d11905a-16eb-40b2-a36b-e37dca6359d3.rna_seq.augmented_star_gene_counts.tsv	1ab1279d-7ccd-4450-8de8-9987bf6627dd	586
ccda26c1-a6d6-4317-8cf8-8a87e15ce12e	b548a64b-0275-4beb-9b67-ce8bad3ccd63	TCGA-44-2662-11A-01R-1758-07	a6afb5f5-02c7-4710-b3d3-d4aa934d8d49	Solid Tissue Normal	TCGA-44-2662-11A	Normal	TCGA-44-2662	Transcriptome Profiling	Gene Expression Quantification	a4377fa6-f7e2-4289-ac2d-3cc87b6cc289	6d614e24-5a82-409e-bb6e-c52c5f53efd5.rna_seq.augmented_star_gene_counts.tsv	a4377fa6-f7e2-4289-ac2d-3cc87b6cc289	586
